id,company,ticker,industry,difficulty,category,concept,question,answer,answer_formatted,answer_type,formal_program,computation_trace,variables_used,periods_used
QA-00747,TerraFirma Holdings,TH,Healthcare / Pharma,3,leverage,debt_to_equity,What was the debt-to-equity ratio in 2022?,1.3239,1.3239,ratio,"ratio(get_value(total_liabilities, 2022), get_value(total_stockholders_equity, 2022))",debt_to_equity(2022) = 1.3239,total_liabilities|total_stockholders_equity,2022
QA-00748,TerraFirma Holdings,TH,Healthcare / Pharma,3,efficiency,capex_to_revenue,How capital-intensive was TerraFirma Holdings in 2023?,0.0592,0.0592,ratio,"ratio(get_value(capital_expenditures, 2023), get_value(total_revenue, 2023))",capex_to_revenue(2023) = 0.0592,capital_expenditures|total_revenue,2023
QA-00749,TerraFirma Holdings,TH,Healthcare / Pharma,3,cash_flow,free_cash_flow,What was the free cash flow in 2021?,20331.0,20331.0000,ratio,"diff(get_value(cash_from_operations, 2021), get_value(capital_expenditures, 2021))",free_cash_flow(2021) = 20331.0,cash_from_operations|capital_expenditures,2021
QA-00750,TerraFirma Holdings,TH,Healthcare / Pharma,3,leverage,debt_to_assets,What percentage of TerraFirma Holdings's total assets was financed by debt in 2021?,0.4937,0.4937,ratio,"ratio(get_value(total_liabilities, 2021), get_value(total_assets, 2021))",debt_to_assets(2021) = 0.4937,total_liabilities|total_assets,2021
QA-00751,TerraFirma Holdings,TH,Healthcare / Pharma,4,leverage,change_in_debt_to_equity,By how much did the debt to equity change from fiscal year 2022 to 2023?,0.6593,0.6593,ratio_change,"diff(debt_to_equity(2023), debt_to_equity(2022))",debt_to_equity(2023) - debt_to_equity(2022) = 1.9832 - 1.3239 = 0.6593,total_liabilities|total_stockholders_equity,2022|2023
QA-00752,TerraFirma Holdings,TH,Healthcare / Pharma,4,profitability,change_in_net_profit_margin,By how much did the net profit margin change from fiscal year 2022 to 2023?,0.019,0.0190,ratio_change,"diff(net_profit_margin(2023), net_profit_margin(2022))",net_profit_margin(2023) - net_profit_margin(2022) = 0.303 - 0.284 = 0.019,net_income|total_revenue,2022|2023
QA-00753,TerraFirma Holdings,TH,Healthcare / Pharma,4,liquidity,change_in_current_ratio,What was the change in TerraFirma Holdings's current ratio between 2022 and 2023?,0.56,0.5600,ratio_change,"diff(current_ratio(2023), current_ratio(2022))",current_ratio(2023) - current_ratio(2022) = 1.7749 - 1.2149 = 0.56,total_current_assets|total_current_liabilities,2022|2023
QA-00754,TerraFirma Holdings,TH,Healthcare / Pharma,4,profitability,change_in_operating_margin,How did the operating margin change from 2022 to 2023?,-0.0051,-0.0051,ratio_change,"diff(operating_margin(2023), operating_margin(2022))",operating_margin(2023) - operating_margin(2022) = 0.3561 - 0.3613 = -0.0051,operating_income|total_revenue,2022|2023
QA-00755,TerraFirma Holdings,TH,Healthcare / Pharma,4,growth,operating_income_growth,By what percentage did operating profit grow?,1.65,1.65%,percentage,"pct_change(operating_income, 2022, 2023)",(operating_income(2023) - operating_income(2022)) / |operating_income(2022)| * 100 = (33752.0 - 33204.0) / 33204.0 * 100 = 1.65%,operating_income,2022|2023
QA-00756,TerraFirma Holdings,TH,Healthcare / Pharma,4,growth,net_income_growth,By what percentage did TerraFirma Holdings's earnings change from 2022 to 2023?,10.01,10.01%,percentage,"pct_change(net_income, 2022, 2023)",(net_income(2023) - net_income(2022)) / |net_income(2022)| * 100 = (28716.0 - 26104.0) / 26104.0 * 100 = 10.01%,net_income,2022|2023
QA-00757,TerraFirma Holdings,TH,Healthcare / Pharma,4,growth,equity_growth,What was the growth rate in TerraFirma Holdings's book value?,108.5,108.5%,percentage,"pct_change(total_stockholders_equity, 2022, 2023)",(total_stockholders_equity(2023) - total_stockholders_equity(2022)) / |total_stockholders_equity(2022)| * 100 = (66885.0 - 32079.0) / 32079.0 * 100 = 108.5%,total_stockholders_equity,2022|2023
QA-00758,TerraFirma Holdings,TH,Healthcare / Pharma,5,profitability,did_operating_margin_improve,Did TerraFirma Holdings's operating margin improve from 2022 to 2023?,False,No,boolean,"compare_gt(operating_margin(2023), operating_margin(2022))","operating_margin(2022)=0.3613, operating_margin(2023)=0.3561, improved=False, change=-0.0051",operating_income|total_revenue,2022|2023
QA-00759,TerraFirma Holdings,TH,Healthcare / Pharma,5,liquidity,did_current_ratio_improve,Did TerraFirma Holdings's current ratio improve from 2022 to 2023?,True,Yes,boolean,"compare_gt(current_ratio(2023), current_ratio(2022))","current_ratio(2022)=1.2149, current_ratio(2023)=1.7749, improved=True, change=0.56",total_current_assets|total_current_liabilities,2022|2023
QA-00760,TerraFirma Holdings,TH,Healthcare / Pharma,5,cash_flow,change_in_fcf_margin,How did TerraFirma Holdings's free cash flow margin change from 2022 to 2023?,0.0288,0.0288,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2023), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2022))",FCF_margin(2023) - FCF_margin(2022) = 0.3051 - 0.2763 = 0.0288,cash_from_operations|capital_expenditures|total_revenue,2022|2023
QA-00761,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's long-term investments as of 2020?,275.0,$275.00 million,monetary,"get_value(long_term_investments, 2020)",long_term_investments(2020) = 275.0,long_term_investments,2020
QA-00762,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's debt issued as of 2020?,2553.0,"$2,553 million",monetary,"get_value(debt_issued, 2020)",debt_issued(2020) = 2553.0,debt_issued,2020
QA-00763,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the prepaid expenses in 2022?,0.0,$0.00 million,monetary,"get_value(prepaid_expenses, 2022)",prepaid_expenses(2022) = 0.0,prepaid_expenses,2022
QA-00764,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,How much did Meridian Systems Inc report for cost of goods sold in fiscal year 2020?,53621.0,"$53,621 million",monetary,"get_value(cost_of_goods_sold, 2020)",cost_of_goods_sold(2020) = 53621.0,cost_of_goods_sold,2020
QA-00765,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's accumulated other comprehensive income as of 2021?,-344.0,$-344.00 million,monetary,"get_value(accumulated_other_comprehensive_income, 2021)",accumulated_other_comprehensive_income(2021) = -344.0,accumulated_other_comprehensive_income,2021
QA-00766,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's treasury stock as of 2021?,-19547.0,"$-19,547 million",monetary,"get_value(treasury_stock, 2021)",treasury_stock(2021) = -19547.0,treasury_stock,2021
QA-00767,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the accounts receivable in 2022?,7841.0,"$7,841 million",monetary,"get_value(accounts_receivable_net, 2022)",accounts_receivable_net(2022) = 7841.0,accounts_receivable_net,2022
QA-00768,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,How much did Meridian Systems Inc report for additional paid-in capital in fiscal year 2022?,76948.0,"$76,948 million",monetary,"get_value(additional_paid_in_capital, 2022)",additional_paid_in_capital(2022) = 76948.0,additional_paid_in_capital,2022
QA-00769,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's other income/expense as of 2022?,77.0,$77.00 million,monetary,"get_value(other_income_expense, 2022)",other_income_expense(2022) = 77.0,other_income_expense,2022
QA-00770,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the short-term debt in 2022?,3385.0,"$3,385 million",monetary,"get_value(short_term_debt, 2022)",short_term_debt(2022) = 3385.0,short_term_debt,2022
QA-00771,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the year-over-year change in Meridian Systems Inc's cash and cash equivalents from 2021 to 2022?,9066.0,"$9,066 million",monetary,"diff(get_value(cash_and_equivalents, 2022), get_value(cash_and_equivalents, 2021))",cash_and_equivalents(2022) - cash_and_equivalents(2021) = 16312.0 - 7246.0 = 9066.0,cash_and_equivalents,2021|2022
QA-00772,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,How did total liabilities change from fiscal year 2021 to 2022?,-32957.0,"$-32,957 million",monetary,"diff(get_value(total_liabilities, 2022), get_value(total_liabilities, 2021))",total_liabilities(2022) - total_liabilities(2021) = 88898.0 - 121855.0 = -32957.0,total_liabilities,2021|2022
QA-00773,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,By how much did total revenue increase or decrease between 2021 and 2022?,17087.0,"$17,087 million",monetary,"diff(get_value(total_revenue, 2022), get_value(total_revenue, 2021))",total_revenue(2022) - total_revenue(2021) = 111308.0 - 94221.0 = 17087.0,total_revenue,2021|2022
QA-00774,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,How did gross profit change from fiscal year 2021 to 2022?,-274.0,$-274.00 million,monetary,"diff(get_value(gross_profit, 2022), get_value(gross_profit, 2021))",gross_profit(2022) - gross_profit(2021) = 40617.0 - 40891.0 = -274.0,gross_profit,2021|2022
QA-00775,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,By how much did net income increase or decrease between 2021 and 2022?,-5224.0,"$-5,224 million",monetary,"diff(get_value(net_income, 2022), get_value(net_income, 2021))",net_income(2022) - net_income(2021) = 10810.0 - 16034.0 = -5224.0,net_income,2021|2022
QA-00776,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the change in total assets from 2021 to 2022?,44946.0,"$44,946 million",monetary,"diff(get_value(total_assets, 2022), get_value(total_assets, 2021))",total_assets(2022) - total_assets(2021) = 234605.0 - 189659.0 = 44946.0,total_assets,2021|2022
QA-00777,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,"For every dollar of total revenue, how much accounts receivable did Meridian Systems Inc have in 2022?",0.0704,0.0704,ratio,"ratio(get_value(accounts_receivable_net, 2022), get_value(total_revenue, 2022))",accounts_receivable_net(2022) / total_revenue(2022) = 7841.0 / 111308.0 = 0.0704,accounts_receivable_net|total_revenue,2022
QA-00778,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,"For every dollar of total assets, how much cash and cash equivalents did Meridian Systems Inc have in 2022?",0.0695,0.0695,ratio,"ratio(get_value(cash_and_equivalents, 2022), get_value(total_assets, 2022))",cash_and_equivalents(2022) / total_assets(2022) = 16312.0 / 234605.0 = 0.0695,cash_and_equivalents|total_assets,2022
QA-00779,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,What was long-term debt as a proportion of total assets in 2021?,0.2713,0.2713,ratio,"ratio(get_value(long_term_debt, 2021), get_value(total_assets, 2021))",long_term_debt(2021) / total_assets(2021) = 51449.0 / 189659.0 = 0.2713,long_term_debt|total_assets,2021
QA-00780,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,"For every dollar of total revenue, how much selling, general and administrative expense did Meridian Systems Inc have in 2020?",0.0942,0.0942,ratio,"ratio(get_value(selling_general_admin, 2020), get_value(total_revenue, 2020))",selling_general_admin(2020) / total_revenue(2020) = 7445.0 / 79031.0 = 0.0942,selling_general_admin|total_revenue,2020
QA-00781,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,liquidity,quick_ratio,"Excluding inventory, what was Meridian Systems Inc's liquidity ratio in 2021?",1.6801,1.6801,ratio,"ratio(diff(get_value(total_current_assets, 2021), get_value(inventories, 2021)), get_value(total_current_liabilities, 2021))",quick_ratio(2021) = 1.6801,total_current_assets|inventories|total_current_liabilities,2021
QA-00782,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,return_on_equity,What was the return on equity (ROE) in 2022?,0.1013,0.1013,ratio,"ratio(get_value(net_income, 2022), avg(get_value(total_stockholders_equity, 2022), get_value(total_stockholders_equity, 2021)))",return_on_equity(2022) = 0.1013,net_income|total_stockholders_equity,2022|2021
QA-00783,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,leverage,interest_coverage,How many times could Meridian Systems Inc cover its interest expense with operating income in 2022?,8.0765,8.0765,ratio,"ratio(get_value(operating_income, 2022), get_value(interest_expense, 2022))",interest_coverage(2022) = 8.0765,operating_income|interest_expense,2022
QA-00784,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,cash_flow,free_cash_flow,What was the free cash flow in 2021?,21400.0,21400.0000,ratio,"diff(get_value(cash_from_operations, 2021), get_value(capital_expenditures, 2021))",free_cash_flow(2021) = 21400.0,cash_from_operations|capital_expenditures,2021
QA-00785,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,gross_margin,What percentage of revenue was retained after cost of goods sold in 2021?,0.434,0.4340,ratio,"ratio(get_value(gross_profit, 2021), get_value(total_revenue, 2021))",gross_margin(2021) = 0.434,gross_profit|total_revenue,2021
QA-00786,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,return_on_assets,How efficiently did Meridian Systems Inc use its assets to generate profit in 2022?,0.051,0.0510,ratio,"ratio(get_value(net_income, 2022), avg(get_value(total_assets, 2022), get_value(total_assets, 2021)))",return_on_assets(2022) = 0.051,net_income|total_assets,2022|2021
QA-00787,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,liquidity,current_ratio,What was Meridian Systems Inc's current ratio for fiscal year 2020?,1.7762,1.7762,ratio,"ratio(get_value(total_current_assets, 2020), get_value(total_current_liabilities, 2020))",current_ratio(2020) = 1.7762,total_current_assets|total_current_liabilities,2020
QA-00788,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,liquidity,working_capital,What was the working capital in 2022?,8010.0,8010.0000,ratio,"diff(get_value(total_current_assets, 2022), get_value(total_current_liabilities, 2022))",working_capital(2022) = 8010.0,total_current_assets|total_current_liabilities,2022
QA-00789,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,efficiency,capex_to_revenue,How capital-intensive was Meridian Systems Inc in 2020?,0.0951,0.0951,ratio,"ratio(get_value(capital_expenditures, 2020), get_value(total_revenue, 2020))",capex_to_revenue(2020) = 0.0951,capital_expenditures|total_revenue,2020
QA-00790,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,operating_margin,What was the operating profit margin in 2021?,0.2303,0.2303,ratio,"ratio(get_value(operating_income, 2021), get_value(total_revenue, 2021))",operating_margin(2021) = 0.2303,operating_income|total_revenue,2021
QA-00791,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,leverage,change_in_debt_to_equity,How did the debt to equity change from 2021 to 2022?,-1.1871,-1.1871,ratio_change,"diff(debt_to_equity(2022), debt_to_equity(2021))",debt_to_equity(2022) - debt_to_equity(2021) = 0.6101 - 1.7972 = -1.1871,total_liabilities|total_stockholders_equity,2021|2022
QA-00792,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,profitability,change_in_operating_margin,What was the change in Meridian Systems Inc's operating margin between 2021 and 2022?,-0.0861,-0.0861,ratio_change,"diff(operating_margin(2022), operating_margin(2021))",operating_margin(2022) - operating_margin(2021) = 0.1442 - 0.2303 = -0.0861,operating_income|total_revenue,2021|2022
QA-00793,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,profitability,change_in_gross_margin,How did the gross margin change from 2021 to 2022?,-0.0691,-0.0691,ratio_change,"diff(gross_margin(2022), gross_margin(2021))",gross_margin(2022) - gross_margin(2021) = 0.3649 - 0.434 = -0.0691,gross_profit|total_revenue,2021|2022
